addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode,lDongRegnCd,lDongSignguCd,lclsSystm1,lclsSystm2,lclsSystm3,area_name,relaAcdntRiskMtr,acmpyTypeCd,relaPosesFclty,relaFrnshPrdlst,etcAcmpyInfo,relaPurcPrdlst,acmpyPsblCpam,relaRntlPrdlst,acmpyNeedMtr,indoor_possible,outdoor_possible,homepage,opertime,data_source,province,gu_name,content_type_name
경기도 하남시 산곡남로 208 (상산곡동),,31,B02,B0201,B02010700,3532731,32,20250908140238,,,,127.2144601003,37.4883453550,6,20251023143000,30,,루이하우스,13028,41,450,AC,AC03,AC030100,경기,,전구역 동반가능,,,반려견 마리당 3만원 추가요금,,반려견,,,,,,,TourAPI,경기,하남시,숙박
경기도 용인시 기흥구 신고매로 59 (고매동),,31,A04,A0401,A04010600,2756702,38,20211013235943,http://tong.visitkorea.or.kr/cms/resource/97/2756897_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/2756897_image2_1.jpg,Type3,127.1142627868,37.2234659076,6,20251119153028,23,,리빙파워센터,17086,41,463,SH,SH02,SH020100,경기,,전구역 동반가능,,,"- 개별매장 방문시 안거나 이동장 이용
- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,경기,기흥구,쇼핑
경기도 파주시 광탄면 기산리,,31,A01,A0101,A01011700,750804,12,20090610182952,http://tong.visitkorea.or.kr/cms/resource/76/3332576_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/3332576_image3_1.jpg,Type1,126.9301139480,37.7752540883,6,20251023143000,27,,마장호수,10953,41,480,NA,NA02,NA020200,경기,,일부구역 동반가능,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,경기,파주시,관광지
경기도 양평군 청운면 가현길 440-1,,31,B02,B0201,B02010700,3532734,32,20250908140812,,,,127.7298401806,37.5207260307,6,20251023143000,19,,메리도그하우스,12530,41,830,AC,AC03,AC030100,경기,,전구역 동반가능,"애견 운동장, 드라이룸","애견 식기 세트, 애견 수건, 배변패드, 애견 삼푸, 린스, 타올",반려견 견종과 무게 사전 고지 필요,,반려견,,,,,,,TourAPI,경기,양평군,숙박
경기도 포천시 이동면 도평리,,31,A01,A0101,A01010400,125469,12,20030725090000,,,,127.3504217471,38.0956743687,6,20250319173300,29,,명성산,11103,41,650,NA,NA01,NA010100,경기,,전구역 동반가능,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,경기,포천시,관광지
경기도 김포시 월곶면 문수산로 90-19,,31,A01,A0101,A01010400,2736417,12,20210825195845,http://tong.visitkorea.or.kr/cms/resource/77/3362477_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/3362477_image3_1.jpg,Type3,126.5389063300,37.7391402124,6,20251121133900,8,,문수산,10000,41,570,NA,NA01,NA010100,경기,,전구역 동반가능,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,경기,김포시,관광지
경기도 남양주시 조안면 북한강로 398,,31,A01,A0101,A01010700,2602619,12,20190521200132,http://tong.visitkorea.or.kr/cms/resource/12/2675412_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/2675412_image2_1.jpg,Type3,127.3132463631,37.5575613373,6,20251117151147,9,,물의 정원,12281,41,360,NA,NA04,NA040700,경기,,전구역 동반가능,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,경기,남양주시,관광지
경기도 성남시 수정구 위례순환로4길 14,1층,31,A05,A0502,A05020900,2911111,39,20221117100554,http://tong.visitkorea.or.kr/cms/resource/05/2911105_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/2911105_image3_1.jpg,Type3,127.1490082635,37.4691047380,6,20250115134441,12,,반가쿠,13642,41,131,FD,FD05,FD050100,경기,,,,,,,2023.02.07 반려동물 여행정보 필드 수정_정보전체삭제,,,,,,,TourAPI,경기,수정구,음식점
경기도 가평군 묵안로 287,,31,B02,B0201,B02010700,2740726,32,20210907181213,http://tong.visitkorea.or.kr/cms/resource/92/2811492_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/2811492_image2_1.jpg,Type3,127.5077289331,37.6451630576,6,20250121161447,1,,반디빌리지,12470,41,820,AC,AC03,AC030100,경기,"응급키트 구비, 동물병원 협력",,"펜스, 안전문, 샤워실, 수영장, 운동장, 산책로, 드라이룸, 펫카페, 놀이기구","배변봉투, 식기 또는 물그릇, 목욕용품, 간식, 장난감 또는 놀이용품",소형견(10kg미만)까지 가능,가능,"소형견 전용 펜션으로 40cm 이하, 12kg 미만의 소형견, (몸무게 초과 시 문의, 대형견 불가).","튜브,조끼 가능",자유이용,,,,,TourAPI,경기,가평군,숙박
경기도 안산시 단원구 대부황금로 1567-3,(대부북동),31,A01,A0101,A01011400,2761519,12,20211025192135,http://tong.visitkorea.or.kr/cms/resource/21/3342921_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/3342921_image3_1.jpg,Type3,126.5744098104,37.2963978942,6,20250801104430,15,,방아머리선착장,15638,41,273,NA,NA02,NA020700,경기,,일부구역 동반가능,,,"- 배 탑승 시 이동장(켄넬) 사용 필수
- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,"목줄 착용,이동장(켄넬)사용",,,,,TourAPI,경기,단원구,관광지
경기도 안양시 만안구 석수동 18,,31,A02,A0202,A02020600,2738106,12,20210831234029,http://tong.visitkorea.or.kr/cms/resource/63/2768263_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/2768263_image2_1.jpg,Type3,126.9148779134,37.4289968598,6,20250110135627,17,,삼막애견공원,,41,171,VE,VE02,VE020100,경기,,전구역 동반가능,,,"- 관리자가 위험 우려가 있다고 판단하거나 싸운 이력이 있는 대형견은 입마개 필수
- 대형견과 중소형견 이용 공간 분리 
- 물 이외 음식물 반입 금지(강아지 간식도 불가)",,동물 등록된 전 견종 동반 가능,,목줄 착용,,,,,TourAPI,경기,만안구,관광지
경기도 과천시 광명로 181 (막계동),,31,A02,A0202,A02020600,126719,12,20031113090000,http://tong.visitkorea.or.kr/cms/resource/43/3345743_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/3345743_image3_1.jpg,Type3,127.0238372600,37.4355619354,6,20251212104116,3,,서울랜드,13829,41,290,VE,VE02,VE020100,경기,,일부구역 동반가능,,,"- 반려견을 땅에 내려놓아선 안됨
- 목줄착용후 안거나 이동장 필수
- 실내시설 및 놀이시설 동반 불가
- 배변봉투 지참 및 배변처리 필수",,소형견 동반가능,,"목줄 착용,반려동물 유모차 탑승,이동장(켄넬)사용",,,,,TourAPI,경기,과천시,관광지
경기도 이천시 부발읍 무촌로18번길 130,,31,A02,A0202,A02020600,2763838,12,20211027235153,,,,127.4820002003,37.2769663601,6,20251127130718,26,,서희테마파크,17325,41,500,VE,VE02,VE020100,경기,,전구역 동반가능,,,"- 실내는 동반불가
- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,경기,이천시,관광지
경기도 안성시 금광면 상촌새말길 3-120,,31,A01,A0101,A01010900,2738711,12,20210901195526,http://tong.visitkorea.or.kr/cms/resource/13/2740213_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/2740213_image3_1.jpg,Type3,127.3070755134,36.9392410718,6,20251024113618,16,,석남사계곡,17538,41,550,NA,NA01,NA010400,경기,,전구역 동반가능,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,경기,안성시,관광지
경기도 화성시 영천동,산10,31,A01,A0101,A01010500,2743349,12,20210910233403,http://tong.visitkorea.or.kr/cms/resource/19/3538719_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/3538719_image3_1.jpg,Type1,127.1078164769,37.2117504811,6,20250918190237,31,,선납숲공원,18469,41,590,NA,NA04,NA040500,경기,,일부구역 동반가능,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,"목줄 착용,반려동물 유모차 탑승,이동장(켄넬)사용,매너벨트 착용",,,,,TourAPI,경기,화성시,관광지
경기도 성남시 분당구 성남대로 550 (수내동),,31,A02,A0202,A02020700,127372,12,20040218090000,http://tong.visitkorea.or.kr/cms/resource/47/3037647_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/3037647_image3_1.jpg,Type3,127.1211938588,37.3803506411,6,20250519155252,12,,성남 중앙공원,13598,41,135,VE,VE03,VE030100,경기,,전구역 동반가능,"어질리티, 배변공간, 음수대",,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,경기,분당구,관광지
경기도 이천시 설성면 장천리,887,31,A01,A0101,A01010500,2763831,12,20211027234519,http://tong.visitkorea.or.kr/cms/resource/49/3541449_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/3541449_image3_1.jpg,Type1,127.5254196330,37.1394497035,6,20251023143000,26,,성호호수연꽃단지,17411,41,500,NA,NA04,NA040500,경기,,전구역 동반가능,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,경기,이천시,관광지
경기도 양평군 단월면 곱다니길 55-2,,31,A02,A0203,A02030100,1807162,12,20130425004732,http://tong.visitkorea.or.kr/cms/resource/78/3577778_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/3577778_image3_1.jpg,Type1,127.6482810596,37.5153751443,6,20251215160526,19,,수미마을,12529,41,830,EX,EX03,EX030100,경기,,전구역 동반가능,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,경기,양평군,관광지
경기도 수원시 팔달구 정조로800번길 16 (팔달로1가),,31,A02,A0203,A02030600,2613664,12,20190731012528,http://tong.visitkorea.or.kr/cms/resource/68/3402068_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/68/3402068_image3_1.JPG,Type3,127.0176533149,37.2794882505,6,20251224104029,13,,수원통닭거리,16257,41,115,VE,VE04,VE040100,경기,,일부구역 동반가능,,,"- 식당 출입 가능 여부는 매장 개별 문의 필요
- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,경기,팔달구,관광지
경기도 가평군 청평면 북한강로 2047,,31,A01,A0101,A01010500,1889094,12,20140124185946,http://tong.visitkorea.or.kr/cms/resource/95/3077295_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/3077295_image3_1.jpg,Type3,127.3930572292,37.6994935305,6,20250409131813,1,,수풀로 삼회리,12458,41,820,NA,NA04,NA040500,경기,,일부구역 동반가능,,,"동반가능(단, 개목줄 착용, 배설물 처리를 위한 비닐봉지 등을 구비한 이용객에 한하여 허용)",,,,,,,,,TourAPI,경기,가평군,관광지
경기도 부천시 소사구 옥길로 1 (옥길동),"옥길동, 스타필드시티 부천",31,A02,A0203,A02030400,3428354,12,20241128153538,http://tong.visitkorea.or.kr/cms/resource/39/3444939_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/3444939_image3_1.jpg,Type1,126.8139278618,37.4615273969,6,20250731143333,11,,스타필드 시티 부천,14789,41,194,VE,VE12,VE120300,경기,,일부구역 동반가능,,,도그라운지 있음,,,,,,,,,TourAPI,경기,소사구,관광지
경기도 하남시 미사대로 750 (신장동),,31,A04,A0401,A04010600,2437611,38,20161103184609,http://tong.visitkorea.or.kr/cms/resource/12/2437612_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/2437612_image3_1.jpg,Type3,127.2237576241,37.5454888917,6,20251117100527,30,,스타필드 하남,12942,41,450,SH,SH02,SH020100,경기,"훈련사 또는 직원 상시대기, 이용방법 및 규칙 비치",일부구역 동반가능,"펫카페, 산책로, 몰리스펫샵",,"- 관리자 판단에 따라 입마개 착용 요청 가능성 있음
- 배변봉투 지참 및 배변처리 필수",,맹견 제외 전 견종 동반 가능,,"목줄 착용,반려동물 유모차 탑승,이동장(켄넬)사용",,,,,TourAPI,경기,하남시,쇼핑
경기도 양평군 단월면 섬이길 329-11,,31,B02,B0201,B02010700,3533005,32,20250908175813,,,,127.5794784866,37.6274164384,6,20251023143000,19,,슬로우인풀빌라,12525,41,830,AC,AC03,AC030100,경기,,전구역 동반가능,,"배변패드, 밥그릇, 물그릇, 빗",반려견은 항상 보호자의 관리하에 있어야 합니다. 공격성 있는 반려견은 입실 불가합니다.,,소형견,,,,,,,TourAPI,경기,양평군,숙박
경기도 평택시 현덕면 장수길 31,,31,A05,A0502,A05020900,2951541,39,20230308140929,,,,126.9111082646,36.9474997423,6,20251103193025,28,,시모네,17947,41,220,FD,FD05,FD050100,경기,,일부구역 동반가능,,,,,,,"반려동물 유모차 탑승,이동장(켄넬)사용,매너벨트 착용",,,,,TourAPI,경기,평택시,음식점
경기도 이천시 모가면 사실로 988,,31,A04,A0401,A04010600,2763846,38,20211027235310,http://tong.visitkorea.or.kr/cms/resource/12/3578612_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/3578612_image3_1.jpg,Type3,127.4464473193,37.1982914740,6,20251204151229,26,,시몬스 테라스점,17406,41,500,SH,SH05,SH050200,경기,,일부구역 동반가능,,배변봉투,"- 실내시설 동반불가
- 카페는 동반 불가
- 카펫이 있는 공간은 안고 이동
- 맹견의 경우, 입마개 착용 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,경기,이천시,쇼핑
경기도 시흥시 서해안로 699 (배곧동),,31,A04,A0401,A04010600,2524082,38,20171221195657,http://tong.visitkorea.or.kr/cms/resource/56/3535656_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/3535656_image3_1.jpg,Type3,126.7383981191,37.3801938341,6,20251117150601,14,,신세계사이먼 시흥 프리미엄 아울렛,15010,41,390,SH,SH02,SH020200,경기,,일부구역 동반가능,,배변봉투,"- 브랜드 매장별로 입장 정책상이 사전확인 요망
- 개별매장입장외에는 목줄만 착용하고 이동 가능",점내 편의점 및 마트 등에서 구매 가능,전견종 동반가능,,목줄 착용,,,,,TourAPI,경기,시흥시,쇼핑
경기도 가평군 설악면 유명로 2108,,31,B02,B0201,B02010700,2626972,32,20191018200931,,,,127.4600929288,37.6949258467,,20241126164159,1,,아르노펜션,12459,41,820,AC,AC03,AC030100,경기,,전구역 동반가능,애견전용운동장,"배변패드, 식기, 방석",,,10KG 이하 반려견,,매너벨트 착용,,,,,TourAPI,경기,가평군,숙박
경기도 파주시 조리읍 등원로391번길 40,,31,A05,A0502,A05020900,3443636,39,20241212164344,http://tong.visitkorea.or.kr/cms/resource/63/3443663_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/3443663_image3_1.jpg,Type1,126.8351392579,37.7767438766,6,20250731132914,27,,아리아1968,10949,41,480,FD,FD05,FD050100,경기,,일부구역 동반가능,,,"반려동물은 1층 테라스, 야외 카페존만 가능",,,,목줄 착용,,,,,TourAPI,경기,파주시,음식점
경기도 남양주시 화도읍 북한강로1462번길 71,,31,A05,A0502,A05020900,3336950,39,20240724113040,http://tong.visitkorea.or.kr/cms/resource/38/3336938_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/38/3336938_image3_1.JPG,Type3,127.3580233611,37.6361808024,6,20250404102703,9,,아유 스페이스,12193,41,360,FD,FD05,FD050100,경기,,,,,반려동물가든내/ 배설물 처리를 위한 비닐봉지 등을 구비한 이용객에 한하여 허용,,가능,,목줄 착용,,,,,TourAPI,경기,남양주시,음식점
경기도 평택시 현덕면 서해로 255,,31,A05,A0502,A05020900,3444764,39,20241213145656,http://tong.visitkorea.or.kr/cms/resource/19/3444719_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/3444719_image3_1.jpg,Type1,126.9126309953,36.9238802728,6,20250731112204,28,,액션커피앤브런치,17948,41,220,FD,FD05,FD050100,경기,,전구역 동반가능,,,,,,,"자유이용,이동장(켄넬)사용,기타",,,,,TourAPI,경기,평택시,음식점
경기도 남양주시 경춘로1283번길 46,(평내동),31,A02,A0202,A02020700,2733851,12,20210813193426,,,,127.2305761855,37.6515711367,6,20251119161832,9,,약대울체육공원,12217,41,360,VE,VE03,VE030500,경기,,일부구역 동반가능,,,"- 주변 산책은 가능하나 체육시설 내부는 동반 불가
- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,경기,남양주시,관광지
경기도 양주시 칠봉산로168번길 290 (회암동),,31,A03,A0302,A03021700,2792135,28,20211211013736,http://tong.visitkorea.or.kr/cms/resource/68/2797368_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/2797368_image3_1.jpg,Type3,127.0929636696,37.8469681178,6,20250624093257,18,,양주캠핑(구 양주그린캠프),11464,41,630,AC,AC05,AC050100,경기,,,,,,,소형견만 가능,,,,,,,TourAPI,경기,양주시,레포츠
경기도 가평군 설악면 어비산길99번길 9-10,,31,A01,A0101,A01010900,129659,12,20070810090000,http://tong.visitkorea.or.kr/cms/resource/79/3381879_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/79/3381879_image3_1.JPG,Type3,127.4950924960,37.6002624822,6,20250318191045,1,,어비계곡,12473,41,820,NA,NA01,NA010400,경기,,일부구역 동반가능,,,"동반가능(단, 개목줄 착용, 배설물 처리를 위한 비닐봉지 등을 구비한 이용객에 한하여 허용)",,,,,,,,,TourAPI,경기,가평군,관광지
경기도 고양시 일산동구 동국로 148 (식사동),,31,A05,A0502,A05020900,3022891,39,20231023172755,http://tong.visitkorea.or.kr/cms/resource/73/3022873_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/3022873_image3_1.jpg,Type3,126.8049501926,37.6843707647,6,20250418144345,2,,어울놀이패밀리카페 식사점,10325,41,285,FD,FD05,FD050100,경기,,일부구역 동반가능,,,"동반가능 (단, 개목줄 착용, 배설물 처리를 위한 비닐봉지 등을 구비한 이용객에 한하여 허용)",,,,,,,,,TourAPI,경기,일산동구,음식점
경기도 가평군 설악면 다락재로 226-57,,31,A02,A0202,A02020600,2011992,12,20150624201509,,,,127.4473143245,37.6677593241,6,20251212142816,1,,에델바이스 스위스 테마파크,12468,41,820,VE,VE02,VE020100,경기,"훈련사 또는 직원 상시대기, 긴급전화 운영, 응급키트 구비",일부구역 동반가능,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,"목줄 착용,이동장(켄넬)사용",,,,,TourAPI,경기,가평군,관광지
경기도 여주시 교동로 80 (교동),,31,A03,A0302,A03022700,2661427,28,20200629230934,http://tong.visitkorea.or.kr/cms/resource/21/2661421_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/2661421_image2_1.jpg,Type3,127.6291450703,37.2825406263,6,20250630121536,20,,여강길,12650,41,670,LS,LS01,LS011900,경기,,전구역 동반가능,,,"- 길이 협소한 구간도 있으므로 다른 보행자에 피해가 되지 않도록 보호자의 주의 필요
- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,경기,여주시,레포츠
경기도 여주시 강천면 걸촌동길 40,,31,A02,A0202,A02020400,128699,12,20051201090000,http://tong.visitkorea.or.kr/cms/resource/32/3383432_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/3383432_image3_1.jpg,Type3,127.6992218945,37.2887356407,6,20251119161158,20,,여주참숯마을,12616,41,670,EX,EX05,EX050200,경기,,전구역 동반가능,,,"- 5Kg이하 소형견 동반캠핑 가능
- 수영장 등 실내시설은 동반 불가
- 그외지역은 자유롭게 산책가능
- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,중소형견 동반 가능,,목줄 착용,,,,,TourAPI,경기,여주시,관광지
경기도 오산시 오산천로 72,오산반려동물테마파크,31,A02,A0202,A02020600,2930689,12,20220922175358,http://tong.visitkorea.or.kr/cms/resource/59/3325759_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/59/3325759_image3_1.JPG,Type3,117.9925662504,19.6944274800,6,20251027162828,22,,오산반려동물테마파크,18130,41,370,VE,VE02,VE020100,경기,"훈련사 또는 직원 상시대기,반려견보호자 서약서 서명",일부구역 동반가능,"펜스,안전문,운동장,산책로,펫카페,놀이기구,어질리티훈련장,피크닉존",,"- 대형견 소형견 구분 운동장
- 배변봉투 지참 및 배변처리 필수",,필수 예방접종 및 동물등록 완료한 전 견종 동반 가능,,"입마개 착용,목줄 착용",,,,,TourAPI,경기,오산시,관광지
"경기도 안양시 동안구 관양로 279 (관양동, 삼우빌라)",303호,31,B02,B0201,B02011100,3101944,32,20240217095336,,,,126.9754927097,37.3981431886,6,20240819150249,17,,옥희와인 게스트하우스,13951,41,173,AC,AC06,AC060200,경기,,,,,,,가능(강아지),,"목줄 착용,반려동물 유모차 탑승,매너벨트 착용",,,,,TourAPI,경기,동안구,숙박
경기도 양평군 청운면 몰운고갯길 306-11,,31,B02,B0201,B02010700,3532732,32,20250908140525,,,,127.7574683527,37.5166242399,6,20251023143000,19,,온유랑,12532,41,830,AC,AC03,AC030100,경기,"숙소에 반려견만 두고 외출은 금지합니다.

펜스로 나갈 위험이 있어 각별히 주의 부탁드리며, 출입 시 대문도 꼭 잘 닫아주세요.",전구역 동반가능,,"배변패드, 배변판, 매너벨트, 식기, 발세정제, 샴푸, 수건, 탈취제",실외에서 실내로 들어올 시 발세정제 사용 부탁드립니다.,,"소형견~중형견(15kg 이하) 가능, 대형견(15kg 이상)은 사전 문의 필수* 맹견, 털이 많이 빠지는견은 불가",,매너벨트 착용,,,,,TourAPI,경기,양평군,숙박
경기도 용인시 기흥구 중부대로 640 (구갈동),,31,A01,A0101,A01010500,2666534,12,20200806023330,http://tong.visitkorea.or.kr/cms/resource/21/3058121_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/3058121_image3_1.jpg,Type3,127.1312600288,37.2668750779,6,20251027160046,23,,용인 구갈레스피아,17069,41,463,NA,NA04,NA040500,경기,놀이터 내 물림사고 등에 대한 책임은 보호자에게 있음,일부구역 동반가능,"목재데크, 울타리, 그늘막, 관리사무소, 파라솔, 벤치, 놀이기구(저니브릿지 등), 안전문",,"- 반려견 놀이터 별도 있음
- 놀이터외 구역 목줄착용 자유롭게 이동가능",,맹견 제외 반려동물 등록 완료한 전 견종 동반 가능,,목줄 착용,,,,,TourAPI,경기,기흥구,관광지
경기도 고양시 일산서구 한류월드로 300 (대화동),,31,A03,A0302,A03021300,1845517,28,20130917002108,http://tong.visitkorea.or.kr/cms/resource/26/3079526_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/3079526_image3_1.jpg,Type3,126.7545414686,37.6646082788,6,20250312130705,2,,원마운트 스노우파크,10392,41,287,LS,LS01,LS010900,경기,,전구역 동반가능,,,,,,,,,,,,TourAPI,경기,일산서구,레포츠
경기도 양평군 양동면 장만대길 89-11,유선재,31,B02,B0201,B02011600,3438041,32,20241206100343,,,,127.7092929219,37.4905124838,6,20241218153651,19,,유선재,12533,41,830,AC,AC03,AC030200,경기,,전구역 동반가능,,,,,시각 장애인 안내견,,,,,,,TourAPI,경기,양평군,숙박
